Year,Month,Day,Category,Material Type,Weight (lbs),Vendor,Date Updated,Cost,Notes,,,,,,,,,,,,,,,,,,
2019,Aug,7,Compost,C-Yardwaste,"11,400",Mission Trail,9/23/19,"$1,218.90",,,,,,,,,,,,,,,,,,,
2019,Aug,12,Compost,C-Yardwaste,"10,340",Mission Trail,9/23/19,"$1,037.05",,,,,,,,,,,,,,,,,,,
2019,Aug,15,Compost,C-Yardwaste,"7,400",Mission Trail,9/23/19,$912.10,,,,,,,,,,,,,,,,,,,
2019,Aug,16,Compost,C-Yardwaste,"6,140",Mission Trail,9/23/19,$858.55,,,,,,,,,,,,,,,,,,,
2019,Aug,22,Compost,C-Yardwaste,"10,200",Mission Trail,9/23/19,"$1,031.10",,,,,,,,,,,,,,,,,,,
2019,Aug,28,Compost,C-Yardwaste,"10,320",Mission Trail,9/23/19,"$1,036.20",,,,,,,,,,,,,,,,,,,
2019,Aug,,Reuse,D-Food Recovery Network,0,Food Recovery Network,1/6/20,,,,,,,,,,,,,,,,,,,,
2019,Aug,,Recycle,R-Mixed recycling,"2,096",Mission Trail,2/18/2020,$236.90,425 El Camino Real,,,,,,,,,,,,,,,,,,
2019,Aug,,Recycle,R-Mixed recycling,"4,192",Mission Trail,2/18/2020,$463.43,443 El Camino Real,,,,,,,,,,,,,,,,,,
2019,Aug,,Recycle,R-Mixed recycling,"2,096",Mission Trail,2/18/2020,$122.64,475 El Camino Real,,,,,,,,,,,,,,,,,,
2019,Aug,,Recycle,R-Mixed recycling,"3,930",Mission Trail,2/18/2020,$352.17,455 El Camino Real,,,,,,,,,,,,,,,,,,
2019,Aug,,Recycle,R-Confidential shredding,"7,050",Corodata,9/18/19,,,,,,,,,,,,,,,,,,,,
2019,Aug,1,Recycle,R-Mixed recycling,"11,700",Mission Trail,2/7/20,"$1,252.20",500 El Camino Real,,,,,,,,,,,,,,,,,,
2019,Aug,8,Recycle,R-Mixed recycling,"10,300",Mission Trail,2/7/20,"$1,290.60",500 El Camino Real,,,,,,,,,,,,,,,,,,
2019,Aug,15,Recycle,R-Mixed recycling,"9,620",Mission Trail,2/7/20,"$1,286.52",500 El Camino Real,,,,,,,,,,,,,,,,,,
2019,Aug,22,Recycle,R-Mixed recycling,"11,140",Mission Trail,2/7/20,"$1,295.64",500 El Camino Real,,,,,,,,,,,,,,,,,,
2019,Aug,29,Recycle,R-Mixed recycling,"9,400",Mission Trail,2/7/20,"$1,285.20",500 El Camino Real,,,,,,,,,,,,,,,,,,
2019,Aug,,Compost,C-Foodscraps,"72,000",Mission Trail,2/18/2020,"$1,643.18",500 El Camino Real 3yd food scraps,,,,,,,,,,,,,,,,,,
2019,Aug,,Compost,C-Organics,"48,600",Mission Trail,2/18/2020,"$4,929.54",500 El Camino Real 3yd Organics,,,,,,,,,,,,,,,,,,
2019,Dec,,Reuse,D-Food Recovery Network,0,Food Recovery Network,1/6/20,,,,,,,,,,,,,,,,,,,,
2019,Dec,,Recycle,R-Confidential shredding,"5,400",Corodata,1/6/19,,,,,,,,,,,,,,,,,,,,
2019,Dec,14,Recycle,R-E-waste,"3,152",Other,6/14/19,"$1,103.20",Digitial Green Global,,,,,,,,,,,,,,,,,,
2019,Dec,14,Recycle,R-E-waste,291,Other,6/14/19,$218.25,Digitial Green Global,,,,,,,,,,,,,,,,,,
2019,Dec,,Recycle,R-E-waste,"4,293",Other,1/6/20,"$1,502.55",DG Global ,,,,,,,,,,,,,,,,,,
2019,Dec,,Recycle,R-Mixed recycling,"1,048",Mission Trail,2/11/2020,$122.64,990 Benton 2yd Recycling,,,,,,,,,,,,,,,,,,
2019,Dec,,Compost,C-Foodscraps,"72,000",Mission Trail,2/11/2020,"$1,643.18",500 El Camino Real 3yd food scraps,,,,,,,,,,,,,,,,,,
2019,Dec,,Compost,C-Organics,"48,600",Mission Trail,2/11/2020,"$4,929.54",500 El Camino Real 3yd Organics,,,,,,,,,,,,,,,,,,
2019,Dec,,Recycle,R-Mixed recycling,"2,096",Mission Trail,2/11/2020,$236.90,425 El Camino Real,,,,,,,,,,,,,,,,,,
2019,Dec,,Recycle,R-Mixed recycling,"4,192",Mission Trail,2/11/2020,$463.43,443 El Camino Real,,,,,,,,,,,,,,,,,,
2019,Dec,,Recycle,R-Mixed recycling,"2,096",Mission Trail,2/11/2020,$122.64,475 El Camino Real,,,,,,,,,,,,,,,,,,
2019,Aug,,Landfill,L-Landfill,"1,104",Mission Trail,2/18/2020,$342.00,425 El Camino Real,,,,,,,,,,,,,,,,,,
2019,Dec,,Recycle,R-Mixed recycling,"3,930",Mission Trail,2/11/2020,$352.17,455 El Camino Real,,,,,,,,,,,,,,,,,,
2019,Dec,,Reuse,D-Gleaning,78,Other,2/17/2020,,Pick Lists / Harvest Records,,,,,,,,,,,,,,,,,,
2019,Aug,,Landfill,L-Landfill,276,Mission Trail,2/18/2020,$669.72,443 El Camino Real,,,,,,,,,,,,,,,,,,
2019,Dec,3,Compost,C-Yardwaste,"13,860",Mission Trail,2/17/2020,"$1,210.35",Santa Clara University 30 yard yard waste,,,,,,,,,,,,,,,,,,
2019,Aug,,Landfill,L-Landfill,"1,656",Mission Trail,2/18/2020,$508.50,455 El Camino Real,,,,,,,,,,,,,,,,,,
2019,Dec,5,Compost,C-Yardwaste,"13,040",Mission Trail,2/17/2020,"$1,175.50",Santa Clara University 30 yard yard waste,,,,,,,,,,,,,,,,,,
2019,Dec,11,Compost,C-Yardwaste,"15,940",Mission Trail,2/17/2020,"$1,298.75",Santa Clara University 30 yard yard waste,,,,,,,,,,,,,,,,,,
2019,Dec,17,Compost,C-Yardwaste,"14,540",Mission Trail,2/17/2020,"$1,239.25",Santa Clara University 30 yard yard waste,,,,,,,,,,,,,,,,,,
2019,Dec,19,Compost,C-Yardwaste,"14,780",Mission Trail,2/17/2020,"$1,249.45",Santa Clara University 30 yard yard waste,,,,,,,,,,,,,,,,,,
2019,Dec,23,Compost,C-Yardwaste,"8,980",Mission Trail,2/17/2020,"$1,002.95",Santa Clara University 30 yard yard waste,,,,,,,,,,,,,,,,,,
2019,Dec,2,Recycle,R-Mixed recycling,"6,360",Mission Trail,2/17/2020,"$1,266.96",500 El Camino Real 40yd Recycling Compactor,,,,,,,,,,,,,,,,,,
2019,Dec,5,Recycle,R-Mixed recycling,"8,260",Mission Trail,2/17/2020,"$1,278.36",500 El Camino Real 40yd Recycling Compactor,,,,,,,,,,,,,,,,,,
2019,Dec,9,Recycle,R-Mixed recycling,"9,080",Mission Trail,2/17/2020,"$1,283.28",500 El Camino Real 40yd Recycling Compactor,,,,,,,,,,,,,,,,,,
2019,Dec,12,Recycle,R-Mixed recycling,"9,740",Mission Trail,2/17/2020,"$1,287.24",500 El Camino Real 40yd Recycling Compactor,,,,,,,,,,,,,,,,,,
2019,Dec,16,Recycle,R-Mixed recycling,"9,920",Mission Trail,2/17/2020,"$1,288.32",500 El Camino Real 40yd Recycling Compactor,,,,,,,,,,,,,,,,,,
2019,Dec,19,Recycle,R-Mixed recycling,"6,000",Mission Trail,2/17/2020,"$1,264.80",500 El Camino Real 40yd Recycling Compactor,,,,,,,,,,,,,,,,,,
2019,Feb,24,Landfill,L-Construction & Demolition,"693,958",Other,7/18/19,,,,,,,,,,,,,,,,,,,,
2019,Jan,24,Landfill,L-Construction & Demolition,66000,Other,7/18/19,,,,,,,,,,,,,,,,,,,,
2019,Mar,24,Landfill,L-Construction & Demolition,"50,664",Other,7/18/19,,,,,,,,,,,,,,,,,,,,
2019,Apr,,Landfill,L-Landfill,552,Mission Trail,6/7/19,$167.13,110 Franklin Street Garbage,,,,,,,,,,,,,,,,,,
2019,Apr,,Landfill,L-Landfill,552,Mission Trail,6/7/19,$167.12,110 Franklin Street Garbage,,,,,,,,,,,,,,,,,,
2019,Apr,,Landfill,L-Landfill,952,Mission Trail,6/7/19,$167.13,990 Benton Street 2 yd garbage 1X/week,,,,,,,,,,,,,,,,,,
2019,Apr,,Landfill,L-Landfill,"1,104",Mission Trail,6/7/19,$323.25,425 El Camino Real 4 yd garbage 1X/week,,,,,,,,,,,,,,,,,,
2019,Apr,,Landfill,L-Landfill,276,Mission Trail,6/7/19,$633.01,443 El Camino Real 4 yd garbage 2x/week,,,,,,,,,,,,,,,,,,
2019,Apr,,Landfill,L-Landfill,"1,656",Mission Trail,6/7/19,$480.62,455 El Camino Real 3 yd garbage 2x/week,,,,,,,,,,,,,,,,,,
2019,Apr,2,Landfill,L-Landfill,"15,360",Mission Trail,6/7/19,"$1,371.90",500 El Camino Real 30 yd garbage,,,,,,,,,,,,,,,,,,
2019,Apr,5,Landfill,L-Landfill,"10,820",Mission Trail,6/7/19,"$1,371.90",500 El Camino Real 30 yd garbage,,,,,,,,,,,,,,,,,,
2019,Apr,9,Landfill,L-Landfill,"12,020",Mission Trail,6/7/19,"$1,371.90",500 El Camino Real 30 yd garbage,,,,,,,,,,,,,,,,,,
2019,Apr,10,Landfill,L-Landfill,"8,400",Mission Trail,6/7/19,"$1,371.90",500 El Camino Real 30 yd garbage,,,,,,,,,,,,,,,,,,
2019,Apr,11,Landfill,L-Landfill,"8,540",Mission Trail,6/7/19,"$1,371.90",500 El Camino Real 30 yd garbage,,,,,,,,,,,,,,,,,,
2019,Apr,12,Landfill,L-Landfill,"7,460",Mission Trail,6/7/19,"$1,371.90",500 El Camino Real 30 yd garbage,,,,,,,,,,,,,,,,,,
2019,Apr,15,Landfill,L-Landfill,"11,200",Mission Trail,6/7/19,"$1,371.90",500 El Camino Real 30 yd garbage,,,,,,,,,,,,,,,,,,
2019,Apr,17,Landfill,L-Landfill,"11,680",Mission Trail,6/7/19,"$1,371.90",500 El Camino Real 30 yd garbage,,,,,,,,,,,,,,,,,,
2019,Apr,18,Landfill,L-Landfill,"10,920",Mission Trail,6/7/19,"$1,371.90",500 El Camino Real 30 yd garbage,,,,,,,,,,,,,,,,,,
2019,Apr,19,Landfill,L-Landfill,"8,220",Mission Trail,6/7/19,"$1,371.90",500 El Camino Real 30 yd garbage,,,,,,,,,,,,,,,,,,
2019,Apr,22,Landfill,L-Landfill,"6,500",Mission Trail,6/7/19,"$1,371.90",500 El Camino Real 30 yd garbage,,,,,,,,,,,,,,,,,,
2019,Apr,23,Landfill,L-Landfill,"6,140",Mission Trail,6/7/19,"$1,371.90",500 El Camino Real 30 yd garbage,,,,,,,,,,,,,,,,,,
2019,Apr,24,Landfill,L-Landfill,"12,060",Mission Trail,6/7/19,"$1,371.90",500 El Camino Real 30 yd garbage,,,,,,,,,,,,,,,,,,
2019,Apr,25,Landfill,L-Landfill,"8,580",Mission Trail,6/7/19,"$1,371.90",500 El Camino Real 30 yd garbage,,,,,,,,,,,,,,,,,,
2019,Apr,26,Landfill,L-Landfill,"4,340",Mission Trail,6/7/19,"$1,371.90",500 El Camino Real 30 yd garbage,,,,,,,,,,,,,,,,,,
2019,Apr,30,Landfill,L-Landfill,"14,900",Mission Trail,6/7/19,"$1,371.90",500 El Camino Real 30 yd garbage,,,,,,,,,,,,,,,,,,
2019,Feb,,Landfill,L-Landfill,552,Mission Trail,,$167.13,990 Benton Street,,,,,,,,,,,,,,,,,,
2019,Feb,,Landfill,L-Landfill,"2,208",Mission Trail,,$323.25,425 El Camino Real,,,,,,,,,,,,,,,,,,
2019,Feb,,Landfill,L-Landfill,"2,208",Mission Trail,,$633.01,443 El Camino Real,,,,,,,,,,,,,,,,,,
2019,Feb,,Landfill,L-Landfill,"1,656",Mission Trail,5/31/19,$480.62,455 El Camino Real,,,,,,,,,,,,,,,,,,
2019,Feb,1,Landfill,L-Landfill,"11,840",Mission Trail,6/7/19,"$1,371.90",500 El Camino Real,,,,,,,,,,,,,,,,,,
2019,Feb,5,Landfill,L-Landfill,"12,080",Mission Trail,6/7/19,"$1,371.90",500 El Camino Real,,,,,,,,,,,,,,,,,,
2019,Feb,8,Landfill,L-Landfill,"13,300",Mission Trail,6/7/19,"$1,371.90",500 El Camino Real,,,,,,,,,,,,,,,,,,
2019,Feb,12,Landfill,L-Landfill,"12,280",Mission Trail,6/7/19,"$1,371.90",500 El Camino Real,,,,,,,,,,,,,,,,,,
2019,Feb,15,Landfill,L-Landfill,"14,340",Mission Trail,6/7/19,"$1,371.90",500 El Camino Real,,,,,,,,,,,,,,,,,,
2019,Feb,19,Landfill,L-Landfill,"11,500",Mission Trail,6/7/19,"$1,371.90",500 El Camino Real,,,,,,,,,,,,,,,,,,
2019,Feb,22,Landfill,L-Landfill,"15,180",Mission Trail,6/7/19,"$1,371.90",500 El Camino Real,,,,,,,,,,,,,,,,,,
2019,Feb,26,Landfill,L-Landfill,"12,740",Mission Trail,6/7/19,"$1,371.90",500 El Camino Real,,,,,,,,,,,,,,,,,,
2019,Jan,,Landfill,L-Landfill,552,Mission Trail,,$167.13,110 Franklin Street Garbage refuse,,,,,,,,,,,,,,,,,,
2019,Jan,,Landfill,L-Landfill,552,Mission Trail,,$167.13,110 Franklin Street Garbage refuse,,,,,,,,,,,,,,,,,,
2019,Jan,8,Landfill,L-Landfill,"12,720",Mission Trail,,"$1,371.90",500 El Camino Real,,,,,,,,,,,,,,,,,,
2019,Jan,11,Landfill,L-Landfill,"13,240",Mission Trail,,"$1,371.90",500 El Camino Real,,,,,,,,,,,,,,,,,,
2019,Jan,15,Landfill,L-Landfill,"10,200",Mission Trail,,"$1,371.90",500 El Camino Real,,,,,,,,,,,,,,,,,,
2019,Jan,18,Landfill,L-Landfill,"15,420",Mission Trail,,"$1,371.90",500 El Camino Real,,,,,,,,,,,,,,,,,,
2019,Jan,22,Landfill,L-Landfill,"9,140",Mission Trail,,"$1,371.90",500 El Camino Real,,,,,,,,,,,,,,,,,,
2019,Jan,25,Landfill,L-Landfill,"15,420",Mission Trail,,"$1,371.90",500 El Camino Real,,,,,,,,,,,,,,,,,,
2019,Jan,29,Landfill,L-Landfill,"14,780",Mission Trail,,"$1,371.90",500 El Camino Real,,,,,,,,,,,,,,,,,,
2019,Jan,31,Landfill,L-Landfill,"6,200",Mission Trail,,"$1,140.80",500 El Camino Real,,,,,,,,,,,,,,,,,,
2019,Jul,,Landfill,L-Landfill,552,Mission Trail,1/6/19,$176.82,110 Franklin Street 2 yd garbage/refuse,,,,,,,,,,,,,,,,,,
2019,Jul,,Landfill,L-Landfill,552,Mission Trail,1/6/19,$176.82,110 Franklin Street 2 yd garbage/refuse,,,,,,,,,,,,,,,,,,
2019,Jul,,Landfill,L-Landfill,552,Mission Trail,1/6/19,$176.82,990 Benton St,,,,,,,,,,,,,,,,,,
2019,Jul,,Landfill,L-Landfill,"1,104",Mission Trail,1/6/19,$342.00,425 El Camino Real,,,,,,,,,,,,,,,,,,
2019,Jul,,Landfill,L-Landfill,"2,208",Mission Trail,1/6/19,$669.75,443 El Camino Real,,,,,,,,,,,,,,,,,,
2019,Jul,,Landfill,L-Landfill,"1,656",Mission Trail,1/6/19,$508.50,455 El Camino Real,,,,,,,,,,,,,,,,,,
2019,Jun,,Landfill,L-Landfill,552,Mission Trail,6/12/19,$167.13,110 Franklin Street,,,,,,,,,,,,,,,,,,
2019,Jun,,Landfill,L-Landfill,552,Mission Trail,6/12/19,$167.13,110 Franklin Street,,,,,,,,,,,,,,,,,,
2019,Jun,11,Landfill,L-Landfill,"1,960",Mission Trail,1/6/19,"$1,140.80",500 El Camino Real,,,,,,,,,,,,,,,,,,
2019,Jun,11,Landfill,L-Landfill,"2,540",Mission Trail,1/6/19,"$1,140.80",500 El Camino Real,,,,,,,,,,,,,,,,,,
2019,Jun,11,Landfill,L-Landfill,"1,840",Mission Trail,1/6/19,"$1,140.80",500 El Camino Real,,,,,,,,,,,,,,,,,,
2019,Jun,11,Landfill,L-Landfill,"2,200",Mission Trail,1/6/19,"$1,140.80",500 El Camino Real,,,,,,,,,,,,,,,,,,
2019,Jun,11,Landfill,L-Landfill,980,Mission Trail,1/6/19,"$1,140.80",500 El Camino Real,,,,,,,,,,,,,,,,,,
2019,Jun,12,Landfill,L-Landfill,"1,160",Mission Trail,1/6/19,"$1,140.80",500 El Camino Real,,,,,,,,,,,,,,,,,,
2019,Jun,12,Landfill,L-Landfill,"2,680",Mission Trail,1/6/19,"$1,140.80",500 El Camino Real,,,,,,,,,,,,,,,,,,
2019,Jun,12,Landfill,L-Landfill,"1,920",Mission Trail,1/6/19,"$1,140.80",500 El Camino Real,,,,,,,,,,,,,,,,,,
2019,Jun,13,Landfill,L-Landfill,"2,500",Mission Trail,1/6/19,"$1,140.80",500 El Camino Real,,,,,,,,,,,,,,,,,,
2019,Jun,13,Landfill,L-Landfill,"1,860",Mission Trail,1/6/19,"$1,140.80",500 El Camino Real,,,,,,,,,,,,,,,,,,
2019,Jun,13,Landfill,L-Landfill,"2,420",Mission Trail,1/6/19,"$1,140.80",500 El Camino Real,,,,,,,,,,,,,,,,,,
2019,Jun,13,Landfill,L-Landfill,"4,840",Mission Trail,1/6/19,"$1,140.80",500 El Camino Real,,,,,,,,,,,,,,,,,,
2019,Jun,14,Landfill,L-Landfill,"3,140",Mission Trail,1/6/19,"$1,140.80",500 El Camino Real,,,,,,,,,,,,,,,,,,
2019,Jun,14,Landfill,L-Landfill,"7,060",Mission Trail,1/6/19,"$1,140.80",500 El Camino Real,,,,,,,,,,,,,,,,,,
2019,Jun,14,Landfill,L-Landfill,"6,800",Mission Trail,1/6/19,"$1,140.80",500 El Camino Real,,,,,,,,,,,,,,,,,,
2019,Jun,14,Landfill,L-Landfill,"4,000",Mission Trail,1/6/19,"$1,140.80",500 El Camino Real,,,,,,,,,,,,,,,,,,
2019,Jun,14,Landfill,L-Landfill,"5,260",Mission Trail,1/6/19,"$1,140.80",500 El Camino Real,,,,,,,,,,,,,,,,,,
2019,Jun,14,Landfill,L-Landfill,"11,440",Mission Trail,1/6/19,"$1,140.80",500 El Camino Real,,,,,,,,,,,,,,,,,,
2019,Jun,4,Landfill,L-Landfill,"12,820",Mission Trail,1/6/19,"$1,371.90",500 El Camino Real,,,,,,,,,,,,,,,,,,
2019,Jun,7,Landfill,L-Landfill,"10,380",Mission Trail,1/6/19,"$1,371.90",500 El Camino Real,,,,,,,,,,,,,,,,,,
2019,Jun,10,Landfill,L-Landfill,"9,700",Mission Trail,1/6/19,"$1,371.90",500 El Camino Real,,,,,,,,,,,,,,,,,,
2019,Jun,11,Landfill,L-Landfill,"7,060",Mission Trail,1/6/19,"$1,371.90",500 El Camino Real,,,,,,,,,,,,,,,,,,
2019,Jun,12,Landfill,L-Landfill,"4,600",Mission Trail,1/6/19,"$1,371.90",500 El Camino Real,,,,,,,,,,,,,,,,,,
2019,Jun,14,Landfill,L-Landfill,"14,540",Mission Trail,1/6/19,"$1,371.90",500 El Camino Real,,,,,,,,,,,,,,,,,,
2019,Jun,15,Landfill,L-Landfill,"12,180",Mission Trail,1/6/19,"$1,371.90",500 El Camino Real,,,,,,,,,,,,,,,,,,
2019,Jun,17,Landfill,L-Landfill,"6,480",Mission Trail,1/6/19,"$1,371.90",500 El Camino Real,,,,,,,,,,,,,,,,,,
2019,Jun,21,Landfill,L-Landfill,"15,920",Mission Trail,1/6/19,"$1,371.90",500 El Camino Real,,,,,,,,,,,,,,,,,,
2019,Jun,28,Landfill,L-Landfill,"19,120",Mission Trail,1/6/19,"$1,371.90",500 El Camino Real,,,,,,,,,,,,,,,,,,
2019,Mar,,Landfill,L-Landfill,552,Mission Trail,6/7/19,$167.13,110 Franklin Street,,,,,,,,,,,,,,,,,,
2019,Mar,,Landfill,L-Landfill,552,Mission Trail,6/7/19,$167.13,110 Franklin Street,,,,,,,,,,,,,,,,,,
2019,Mar,,Landfill,L-Landfill,552,Mission Trail,6/7/19,$167.13,990 Benton St,,,,,,,,,,,,,,,,,,
2019,Mar,,Landfill,L-Landfill,"1,104",Mission Trail,6/7/19,$323.25,425 El Camino Real 4 yd garbage/refuse 1x/week,,,,,,,,,,,,,,,,,,
2019,Mar,,Landfill,L-Landfill,"2,208",Mission Trail,6/7/19,$633.01,443 El Camino Real 4 yd garbage/refuse 2x/week,,,,,,,,,,,,,,,,,,
2019,Mar,,Landfill,L-Landfill,"1,656",Mission Trail,6/7/19,$480.62,455 El Camino Real 3 yd garbage/refuse 2x/week,,,,,,,,,,,,,,,,,,
2019,Mar,1,Landfill,L-Landfill,"13,860",Mission Trail,6/7/19,"$1,371.90",500 El Camino Real 30 yd garbage,,,,,,,,,,,,,,,,,,
2019,Mar,5,Landfill,L-Landfill,"13,120",Mission Trail,6/7/19,"$1,371.90",500 El Camino Real 30 yd garbage,,,,,,,,,,,,,,,,,,
2019,Mar,8,Landfill,L-Landfill,"13,080",Mission Trail,6/7/19,"$1,371.90",500 El Camino Real 30 yd garbage,,,,,,,,,,,,,,,,,,
2019,Mar,12,Landfill,L-Landfill,"12,080",Mission Trail,6/7/19,"$1,371.90",500 El Camino Real 30 yd garbage,,,,,,,,,,,,,,,,,,
2019,Mar,15,Landfill,L-Landfill,"12,780",Mission Trail,6/7/19,"$1,371.90",500 El Camino Real 30 yd garbage,,,,,,,,,,,,,,,,,,
2019,Mar,19,Landfill,L-Landfill,"10,960",Mission Trail,6/7/19,"$1,371.90",500 El Camino Real 30 yd garbage,,,,,,,,,,,,,,,,,,
2019,Mar,22,Landfill,L-Landfill,"14,060",Mission Trail,6/7/19,"$1,371.90",500 El Camino Real 30 yd garbage,,,,,,,,,,,,,,,,,,
2019,Mar,26,Landfill,L-Landfill,"12,280",Mission Trail,6/7/19,"$1,371.90",500 El Camino Real 30 yd garbage,,,,,,,,,,,,,,,,,,
2019,May,,Landfill,L-Landfill,552,Mission Trail,6/7/19,$167.13,110 Franklin Street 2 yd garbage 1x/week,,,,,,,,,,,,,,,,,,
2019,May,,Landfill,L-Landfill,552,Mission Trail,6/7/19,$167.13,110 Franklin Street 2 yd garbage 1x/week,,,,,,,,,,,,,,,,,,
2019,May,,Landfill,L-Landfill,552,Mission Trail,6/7/19,$167.13,990 Benton Street 2 yd garbage 1x/weekly,,,,,,,,,,,,,,,,,,
2019,May,,Landfill,L-Landfill,"1,104",Mission Trail,6/12/19,$323.25,425 El Camino Real 4 yd garbage 1x/week,,,,,,,,,,,,,,,,,,
2019,May,,Landfill,L-Landfill,"2,208",Mission Trail,6/12/19,$633.01,443 El Camino Real 4 yd garbage 2x/week,,,,,,,,,,,,,,,,,,
2019,May,,Landfill,L-Landfill,"1,656",Mission Trail,6/12/19,$480.62,455 El Camino Real 3 yd garbage 2x/week,,,,,,,,,,,,,,,,,,
2019,May,3,Landfill,L-Landfill,"12,300",Mission Trail,6/12/19,"$1,371.90",500 El Camino Real 30 yd garbage,,,,,,,,,,,,,,,,,,
2019,May,7,Landfill,L-Landfill,"11,700",Mission Trail,6/12/19,"$1,371.90",500 El Camino Real 30 yd garbage,,,,,,,,,,,,,,,,,,
2019,May,10,Landfill,L-Landfill,"13,580",Mission Trail,6/12/19,"$1,371.90",500 El Camino Real 30 yd garbage,,,,,,,,,,,,,,,,,,
2019,May,14,Landfill,L-Landfill,"12,180",Mission Trail,6/12/19,"$1,371.90",500 El Camino Real 30 yd garbage,,,,,,,,,,,,,,,,,,
2019,May,17,Landfill,L-Landfill,"12,720",Mission Trail,6/12/19,"$1,371.90",500 El Camino Real 30 yd garbage,,,,,,,,,,,,,,,,,,
2019,May,21,Landfill,L-Landfill,"13,440",Mission Trail,6/12/19,"$1,371.90",500 El Camino Real 30 yd garbage,,,,,,,,,,,,,,,,,,
2019,May,24,Landfill,L-Landfill,"13,340",Mission Trail,6/12/19,"$1,371.90",500 El Camino Real 30 yd garbage,,,,,,,,,,,,,,,,,,
2019,May,28,Landfill,L-Landfill,"9,940",Mission Trail,6/12/19,"$1,371.90",500 El Camino Real 30 yd garbage,,,,,,,,,,,,,,,,,,
2019,May,31,Landfill,L-Landfill,"13,400",Mission Trail,6/12/19,"$1,371.90",500 El Camino Real 30 yd garbage,,,,,,,,,,,,,,,,,,
2019,Feb,,Compost,C-Foodscraps,"72,000",Mission Trail,,"$1,483.50",500 El Camino Real,,,,,,,,,,,,,,,,,,
2019,Feb,,Compost,C-Organics,"48,600",Mission Trail,,"$4,592.94",500 El Camino Real,,,,,,,,,,,,,,,,,,
2019,Feb,4,Compost,C-Yardwaste,"9,360",Mission Trail,6/3/19,$995.40,,,,,,,,,,,,,,,,,,,
2019,Feb,11,Compost,C-Yardwaste,"9,560",Mission Trail,6/3/19,"$1,003.90",,,,,,,,,,,,,,,,,,,
2019,Feb,15,Compost,C-Yardwaste,"10,340",Mission Trail,6/3/19,"$1,037.05",,,,,,,,,,,,,,,,,,,
2019,Feb,21,Compost,C-Yardwaste,"6,260",Mission Trail,6/3/19,$863.65,,,,,,,,,,,,,,,,,,,
2019,Feb,27,Compost,C-Yardwaste,"7,260",Mission Trail,6/3/19,$906.15,,,,,,,,,,,,,,,,,,,
2019,Feb,,Reuse,D-Food Recovery Network,380,Food Recovery Network,6/7/19,,,,,,,,,,,,,,,,,,,,
2019,Feb,,Recycle,R-Confidential shredding,"5,352",Corodata,6/3/19,,,,,,,,,,,,,,,,,,,,
2019,Feb,24,Recycle,R-Construction & Demolition,"5,548,242",Other,7/18/19,,,,,,,,,,,,,,,,,,,,
2019,Feb,,Recycle,R-Mixed recycling,"1,048",Mission Trail,,$117.92,990 Benton Street,,,,,,,,,,,,,,,,,,
2019,Feb,,Recycle,R-Mixed recycling,"4,192",Mission Trail,,$227.79,425 El Camino Real,,,,,,,,,,,,,,,,,,
2019,Feb,,Recycle,R-Mixed recycling,"4,192",Mission Trail,,$445.61,443 El Camino Real,,,,,,,,,,,,,,,,,,
2019,Feb,,Recycle,R-Mixed recycling,"1,048",Mission Trail,5/31/19,$117.92,475 El Camino Real,,,,,,,,,,,,,,,,,,
2019,Feb,,Recycle,R-Mixed recycling,"3,144",Mission Trail,5/31/19,$338.62,455 El Camino Real,,,,,,,,,,,,,,,,,,
2019,Feb,4,Recycle,R-Mixed recycling,"10,040",Mission Trail,6/7/19,"$1,242.24",500 El Camino Real,,,,,,,,,,,,,,,,,,
2019,Feb,7,Recycle,R-Mixed recycling,"10,480",Mission Trail,6/7/19,"$1,244.88",500 El Camino Real,,,,,,,,,,,,,,,,,,
2019,Feb,11,Recycle,R-Mixed recycling,"7,700",Mission Trail,6/7/19,"$1,228.20",500 El Camino Real,,,,,,,,,,,,,,,,,,
2019,Feb,14,Recycle,R-Mixed recycling,"10,980",Mission Trail,6/7/19,"$1,247.88",500 El Camino Real,,,,,,,,,,,,,,,,,,
2019,Feb,18,Recycle,R-Mixed recycling,"5,840",Mission Trail,6/7/19,"$1,217.04",500 El Camino Real,,,,,,,,,,,,,,,,,,
2019,Feb,21,Recycle,R-Mixed recycling,"7,760",Mission Trail,6/7/19,"$1,228.56",500 El Camino Real,,,,,,,,,,,,,,,,,,
2019,Feb,25,Recycle,R-Mixed recycling,"11,120",Mission Trail,6/7/19,"$1,248.72",500 El Camino Real,,,,,,,,,,,,,,,,,,
2019,Feb,28,Recycle,R-Mixed recycling,"6,220",Mission Trail,6/7/19,"$1,219.32",500 El Camino Real,,,,,,,,,,,,,,,,,,
2019,Feb,,Reuse,D-Share Shelf,7.31,Other,2/24/2020,$84.66,,,,,,,,,,,,,,,,,,,
2019,Jan,,Compost,C-Yardwaste,"10,080",Mission Trail,,"$1,026.00",Yard Waste 30 yard bin,,,,,,,,,,,,,,,,,,
2019,Jan,,Compost,C-Yardwaste,"10,360",Mission Trail,,"$1,037.90",Yard Waste 30 yard bin,,,,,,,,,,,,,,,,,,
2019,Jan,,Compost,C-Yardwaste,"5,840",Mission Trail,,$845.80,Yard Waste 30 yard bin,,,,,,,,,,,,,,,,,,
