Year,Month,Day,Category,Material Type,Weight (lbs),Vendor,Date Updated,Cost,Notes,,,,,,,,,,,,,,,,,,
2017,Dec,21,Compost,C-Yardwaste,7700,Mission Trail,2/15/18 AE,$906.55,,,,,,,,,,,,,,,,,,,
2017,Dec,,Compost,C-Foodscraps,72000,Mission Trail,2/16/18 AE,"$1,483.50",3 yd food scraps 5X weekly,,,,,,,,,,,,,,,,,,
2017,Dec,,Compost,C-Organics,48600,Mission Trail,2/16/18 AE,"$4,592.94",3 yd organics 5X weekly,,,,,,,,,,,,,,,,,,
2017,Jan,,Landfill,L-Landfill,552,Mission Trail,12/8/17 LK,$154.18,2 yd landfill 1/week 110 Franklin St,,,,,,,,,,,,,,,,,,
2017,Jan,,Landfill,L-Landfill,552,Mission Trail,12/8/17 LK,$154.18,2 yd landfill 1/week 110 Franklin St,,,,,,,,,,,,,,,,,,
2017,Jan,6,Landfill,L-Landfill,8920,Mission Trail,12/8/17 LK,"$1,630.40",,,,,,,,,,,,,,,,,,,
2017,Jan,10,Landfill,L-Landfill,7120,Mission Trail,12/8/17 LK,"$1,630.40",,,,,,,,,,,,,,,,,,,
2017,Jan,13,Landfill,L-Landfill,14100,Mission Trail,12/8/17 LK,"$1,630.40",,,,,,,,,,,,,,,,,,,
2017,Jan,17,Landfill,L-Landfill,6760,Mission Trail,12/8/17 LK,"$1,630.40",,,,,,,,,,,,,,,,,,,
2017,Jan,20,Landfill,L-Landfill,16940,Mission Trail,12/8/17 LK,"$1,630.40",,,,,,,,,,,,,,,,,,,
2017,Jan,24,Landfill,L-Landfill,13840,Mission Trail,12/8/17 LK,"$1,630.40",,,,,,,,,,,,,,,,,,,
2017,Jan,27,Landfill,L-Landfill,15520,Mission Trail,12/8/17 LK,"$1,630.40",,,,,,,,,,,,,,,,,,,
2017,Jan,31,Landfill,L-Landfill,13780,Mission Trail,12/8/17 LK,"$1,630.40",,,,,,,,,,,,,,,,,,,
2017,Jan,,Landfill,L-Landfill,1104,Mission Trail,12/8/17 LK,$298.20,4 yd landfill 1/week 425 El Camino Real,,,,,,,,,,,,,,,,,,
2017,Jan,,Landfill,L-Landfill,1104,Mission Trail,12/8/17 LK,$298.20,4 yd landfill 1/week 443 El Camino Real,,,,,,,,,,,,,,,,,,
2017,Jan,,Landfill,L-Landfill,1656,Mission Trail,12/8/17 LK,$443.38,3 yd landfill 2/week 455 El Camino Real,,,,,,,,,,,,,,,,,,
2017,Feb,,Landfill,L-Landfill,552,Mission Trail,,$154.18,2 yd landfill 1/week 110 Franklin St,,,,,,,,,,,,,,,,,,
2017,Feb,,Landfill,L-Landfill,552,Mission Trail,,$154.18,2 yd landfill 1/week 110 Franklin St,,,,,,,,,,,,,,,,,,
2017,Feb,3,Landfill,L-Landfill,13020,Mission Trail,,"$1,630.40",,,,,,,,,,,,,,,,,,,
2017,Feb,7,Landfill,L-Landfill,13260,Mission Trail,,"$1,630.40",,,,,,,,,,,,,,,,,,,
2017,Feb,10,Landfill,L-Landfill,14620,Mission Trail,,"$1,630.40",,,,,,,,,,,,,,,,,,,
2017,Feb,14,Landfill,L-Landfill,13060,Mission Trail,,"$1,630.40",,,,,,,,,,,,,,,,,,,
2017,Feb,17,Landfill,L-Landfill,11220,Mission Trail,,"$1,630.40",,,,,,,,,,,,,,,,,,,
2017,Feb,21,Landfill,L-Landfill,7760,Mission Trail,,"$1,630.40",,,,,,,,,,,,,,,,,,,
2017,Feb,24,Landfill,L-Landfill,19820,Mission Trail,,"$1,630.40",,,,,,,,,,,,,,,,,,,
2017,Feb,28,Landfill,L-Landfill,14620,Mission Trail,,"$1,630.40",,,,,,,,,,,,,,,,,,,
2017,Feb,,Landfill,L-Landfill,1104,Mission Trail,,$298.20,4 yd landfill 1/week 425 El Camino Real,,,,,,,,,,,,,,,,,,
2017,Feb,,Landfill,L-Landfill,1104,Mission Trail,,$298.20,4 yd landfill 1/week 443 El Camino Real,,,,,,,,,,,,,,,,,,
2017,Feb,,Landfill,L-Landfill,1656,Mission Trail,,$443.38,3 yd landfill 2/week 455 El Camino Real,,,,,,,,,,,,,,,,,,
2017,Feb,,Landfill,L-Landfill,828,Mission Trail,,,special 3 yd garbage/refuse 455 El Camino Real,,,,,,,,,,,,,,,,,,
2017,Mar,,Landfill,L-Landfill,552,Mission Trail,,$154.18,2 yd landfill 1/week 110 Franklin St,,,,,,,,,,,,,,,,,,
2017,Mar,,Landfill,L-Landfill,552,Mission Trail,,$154.18,2 yd landfill 1/week 110 Franklin St,,,,,,,,,,,,,,,,,,
2017,Mar,3,Landfill,L-Landfill,11800,Mission Trail,,"$1,630.40",,,,,,,,,,,,,,,,,,,
2017,Mar,7,Landfill,L-Landfill,14140,Mission Trail,,"$1,630.40",,,,,,,,,,,,,,,,,,,
2017,Mar,10,Landfill,L-Landfill,18700,Mission Trail,,"$1,630.40",,,,,,,,,,,,,,,,,,,
2017,Mar,14,Landfill,L-Landfill,9240,Mission Trail,,"$1,630.40",,,,,,,,,,,,,,,,,,,
2017,Mar,17,Landfill,L-Landfill,15280,Mission Trail,,"$1,630.40",,,,,,,,,,,,,,,,,,,
2017,Mar,21,Landfill,L-Landfill,13080,Mission Trail,,"$1,630.40",,,,,,,,,,,,,,,,,,,
2017,Mar,24,Landfill,L-Landfill,14200,Mission Trail,,"$1,630.40",,,,,,,,,,,,,,,,,,,
2017,Mar,28,Landfill,L-Landfill,14020,Mission Trail,,"$1,630.40",,,,,,,,,,,,,,,,,,,
2017,Mar,31,Landfill,L-Landfill,9400,Mission Trail,,"$1,630.40",,,,,,,,,,,,,,,,,,,
2017,Mar,,Landfill,L-Landfill,1104,Mission Trail,,$298.20,4 yd landfill 1/week 425 El Camino Real,,,,,,,,,,,,,,,,,,
2017,Mar,,Landfill,L-Landfill,1104,Mission Trail,,$298.20,4 yd landfill 1/week 443 El Camino Real,,,,,,,,,,,,,,,,,,
2017,Mar,,Landfill,L-Landfill,1656,Mission Trail,,$443.38,3 yd landfill 2/week 455 El Camino Real,,,,,,,,,,,,,,,,,,
2017,Mar,,Landfill,L-Landfill,1656,Mission Trail,,$428.39,3 yd landfill 2/week 455 El Camino Real,,,,,,,,,,,,,,,,,,
2017,Apr,,Landfill,L-Landfill,552,Mission Trail,,$154.18,2 yd landfill 1/week 110 Franklin St,,,,,,,,,,,,,,,,,,
2017,Apr,,Landfill,L-Landfill,552,Mission Trail,,$154.18,2 yd landfill 1/week 110 Franklin St,,,,,,,,,,,,,,,,,,
2017,Apr,4,Landfill,L-Landfill,8020,Mission Trail,,"$1,630.40",,,,,,,,,,,,,,,,,,,
2017,Apr,7,Landfill,L-Landfill,11440,Mission Trail,,"$1,630.40",,,,,,,,,,,,,,,,,,,
2017,Apr,11,Landfill,L-Landfill,14200,Mission Trail,,"$1,630.40",,,,,,,,,,,,,,,,,,,
2017,Apr,14,Landfill,L-Landfill,12080,Mission Trail,,"$1,630.40",,,,,,,,,,,,,,,,,,,
2017,Apr,18,Landfill,L-Landfill,10060,Mission Trail,,"$1,630.40",,,,,,,,,,,,,,,,,,,
2017,Apr,21,Landfill,L-Landfill,21080,Mission Trail,12/8/17 LK,"$1,630.40",,,,,,,,,,,,,,,,,,,
2017,Apr,25,Landfill,L-Landfill,11640,Mission Trail,12/8/17 LK,"$1,630.40",,,,,,,,,,,,,,,,,,,
2017,Apr,28,Landfill,L-Landfill,16980,Mission Trail,12/8/17 LK,"$1,630.40",,,,,,,,,,,,,,,,,,,
2017,Apr,,Landfill,L-Landfill,1104,Mission Trail,12/8/17 LK,$298.20,4 yd landfill 1/week 425 El Camino Real,,,,,,,,,,,,,,,,,,
2017,Apr,,Landfill,L-Landfill,1104,Mission Trail,12/8/17 LK,$583.96,4 yd landfill 2/week 443 El Camino Real,,,,,,,,,,,,,,,,,,
2017,Apr,,Landfill,L-Landfill,1656,Mission Trail,12/8/17 LK,$443.38,3 yd landfill 2/week 455 El Camino Real,,,,,,,,,,,,,,,,,,
2017,May,,Landfill,L-Landfill,552,Mission Trail,12/8/17 LK,$154.18,2 yd landfill 1/week 110 Franklin St,,,,,,,,,,,,,,,,,,
2017,May,,Landfill,L-Landfill,552,Mission Trail,12/8/17 LK,$154.18,2 yd landfill 1/week 110 Franklin St,,,,,,,,,,,,,,,,,,
2017,May,,Landfill,L-Landfill,9780,Mission Trail,12/8/17 LK,"$1,630.40",,,,,,,,,,,,,,,,,,,
2017,May,,Landfill,L-Landfill,12860,Mission Trail,12/8/17 LK,"$1,630.40",,,,,,,,,,,,,,,,,,,
2017,May,,Landfill,L-Landfill,12040,Mission Trail,12/8/17 LK,"$1,630.40",,,,,,,,,,,,,,,,,,,
2017,May,,Landfill,L-Landfill,16220,Mission Trail,12/8/17 LK,"$1,630.40",,,,,,,,,,,,,,,,,,,
2017,May,,Landfill,L-Landfill,15720,Mission Trail,12/8/17 LK,"$1,630.40",,,,,,,,,,,,,,,,,,,
2017,May,,Landfill,L-Landfill,16000,Mission Trail,12/8/17 LK,"$1,630.40",,,,,,,,,,,,,,,,,,,
2017,May,,Landfill,L-Landfill,11720,Mission Trail,12/8/17 LK,"$1,630.40",,,,,,,,,,,,,,,,,,,
2017,May,,Landfill,L-Landfill,14820,Mission Trail,12/8/17 LK,"$1,630.40",,,,,,,,,,,,,,,,,,,
2017,May,,Landfill,L-Landfill,8840,Mission Trail,12/8/17 LK,"$1,630.40",,,,,,,,,,,,,,,,,,,
2017,May,,Landfill,L-Landfill,1104,Mission Trail,12/8/17 LK,$298.20,4 yd landfill 1/week 425 El Camino Real,,,,,,,,,,,,,,,,,,
2017,May,,Landfill,L-Landfill,2208,Mission Trail,12/8/17 LK,$583.96,4 yd landfill 2/week 443 El Camino Real,,,,,,,,,,,,,,,,,,
2017,May,,Landfill,L-Landfill,1656,Mission Trail,12/8/17 LK,$443.38,3 yd landfill 2/week 455 El Camino Real,,,,,,,,,,,,,,,,,,
2017,May,,Landfill,L- Recycling Residual,15291,Caraustar,12/14/17 LK,,,,,,,,,,,,,,,,,,,,
2017,Jun,,Landfill,L-Landfill,552,Mission Trail,12/8/17 LK,$154.18,2 yd landfill 1/week 110 Franklin St,,,,,,,,,,,,,,,,,,
2017,Jun,,Landfill,L-Landfill,552,Mission Trail,12/8/17 LK,$154.18,2 yd landfill 1/week 110 Franklin St,,,,,,,,,,,,,,,,,,
2017,Jun,14,Landfill,L-Landfill,4000,Mission Trail,12/8/17 LK,"$1,016.80",MOVE OUT,,,,,,,,,,,,,,,,,,
2017,Jun,14,Landfill,L-Landfill,3280,Mission Trail,12/8/17 LK,"$1,016.80",MOVE OUT,,,,,,,,,,,,,,,,,,
2017,Jun,14,Landfill,L-Landfill,3760,Mission Trail,12/8/17 LK,"$1,016.80",MOVE OUT,,,,,,,,,,,,,,,,,,
2017,Jun,15,Landfill,L-Landfill,5460,Mission Trail,12/8/17 LK,"$1,016.80",MOVE OUT,,,,,,,,,,,,,,,,,,
2017,Jun,16,Landfill,L-Landfill,5420,Mission Trail,12/8/17 LK,"$1,016.80",MOVE OUT,,,,,,,,,,,,,,,,,,
2017,Jun,16,Landfill,L-Landfill,6960,Mission Trail,12/8/17 LK,"$1,016.80",MOVE OUT,,,,,,,,,,,,,,,,,,
2017,Jun,16,Landfill,L-Landfill,7340,Mission Trail,12/8/17 LK,"$1,016.80",MOVE OUT,,,,,,,,,,,,,,,,,,
2017,Jun,16,Landfill,L-Landfill,4860,Mission Trail,12/8/17 LK,"$1,016.80",MOVE OUT,,,,,,,,,,,,,,,,,,
2017,Jun,16,Landfill,L-Landfill,3600,Mission Trail,12/8/17 LK,"$1,016.80",MOVE OUT,,,,,,,,,,,,,,,,,,
2017,Jun,16,Landfill,L-Landfill,7340,Mission Trail,12/8/17 LK,"$1,016.80",MOVE OUT,,,,,,,,,,,,,,,,,,
2017,Jun,2,Landfill,L-Landfill,14120,Mission Trail,12/8/17 LK,"$1,630.40",,,,,,,,,,,,,,,,,,,
2017,Jun,6,Landfill,L-Landfill,12140,Mission Trail,12/8/17 LK,"$1,630.40",,,,,,,,,,,,,,,,,,,
2017,Jun,9,Landfill,L-Landfill,13220,Mission Trail,12/8/17 LK,"$1,630.40",,,,,,,,,,,,,,,,,,,
2017,Jun,13,Landfill,L-Landfill,12640,Mission Trail,12/8/17 LK,"$1,630.40",,,,,,,,,,,,,,,,,,,
2017,Jun,14,Landfill,L-Landfill,6720,Mission Trail,12/8/17 LK,"$1,630.40",,,,,,,,,,,,,,,,,,,
2017,Jun,16,Landfill,L-Landfill,7220,Mission Trail,12/8/17 LK,"$1,630.40",,,,,,,,,,,,,,,,,,,
2017,Jun,17,Landfill,L-Landfill,10280,Mission Trail,12/8/17 LK,"$1,630.40",,,,,,,,,,,,,,,,,,,
2017,Jun,20,Landfill,L-Landfill,21280,Mission Trail,12/8/17 LK,"$1,630.40",,,,,,,,,,,,,,,,,,,
2017,Jun,23,Landfill,L-Landfill,12540,Mission Trail,12/8/17 LK,"$1,630.40",,,,,,,,,,,,,,,,,,,
2017,Jun,23,Landfill,L-Landfill,16440,Mission Trail,12/8/17 LK,"$1,630.40",,,,,,,,,,,,,,,,,,,
2017,Jun,30,Landfill,L-Landfill,19540,Mission Trail,12/8/17 LK,"$1,630.40",,,,,,,,,,,,,,,,,,,
2017,Jun,,Landfill,L-Landfill,1104,Mission Trail,12/8/17 LK,$298.20,4 yd landfill 1/week 425 El Camino Real,,,,,,,,,,,,,,,,,,
2017,Jun,,Landfill,L-Landfill,2208,Mission Trail,12/8/17 LK,$583.96,4 yd landfill 2/week 443 El Camino Real,,,,,,,,,,,,,,,,,,
2017,Jun,,Landfill,L-Landfill,1656,Mission Trail,12/8/17 LK,$443.38,3 yd landfill 2/week 455 El Camino Real,,,,,,,,,,,,,,,,,,
2017,Jun,,Landfill,L- Recycling Residual,11082,Caraustar,12/14/17 LK,,,,,,,,,,,,,,,,,,,,
2017,Jul,,Landfill,L-Landfill,552,Mission Trail,12/11/17 LK,$154.18,2 yd landfill 1/week 110 Franklin St,,,,,,,,,,,,,,,,,,
2017,Jul,,Landfill,L-Landfill,552,Mission Trail,12/11/17 LK,$154.18,2 yd landfill 1/week 110 Franklin St,,,,,,,,,,,,,,,,,,
2017,Jul,7,Landfill,L-Landfill,10880,Mission Trail,12/11/17 LK,"$1,687.60",,,,,,,,,,,,,,,,,,,
2017,Jul,14,Landfill,L-Landfill,11120,Mission Trail,12/11/17 LK,"$1,687.60",,,,,,,,,,,,,,,,,,,
2017,Jul,21,Landfill,L-Landfill,18760,Mission Trail,12/11/17 LK,"$1,630.40",,,,,,,,,,,,,,,,,,,
2017,Jul,28,Landfill,L-Landfill,13300,Mission Trail,12/11/17 LK,"$1,630.40",,,,,,,,,,,,,,,,,,,
2017,Jul,,Landfill,L-Landfill,1104,Mission Trail,12/11/17 LK,$298.20,4 yd landfill 1/week 425 El Camino Real,,,,,,,,,,,,,,,,,,
2017,Jul,,Landfill,L-Landfill,2208,Mission Trail,12/11/17 LK,$583.96,4 yd landfill 2/week 443 El Camino Real,,,,,,,,,,,,,,,,,,
2017,Jul,,Landfill,L-Landfill,1656,Mission Trail,12/11/17 LK,$443.38,3 yd landfill 2/week 455 El Camino Real,,,,,,,,,,,,,,,,,,
2017,Jul,,Landfill,L- Recycling Residual,7708,Caraustar,12/14/17 LK,,,,,,,,,,,,,,,,,,,,
2017,Aug,,Landfill,L-Landfill,552,Mission Trail,12/11/17 LK,$154.18,2 yd landfill 1/week 110 Franklin St,,,,,,,,,,,,,,,,,,
2017,Aug,,Landfill,L-Landfill,552,Mission Trail,12/11/17 LK,$154.18,2 yd landfill 1/week 110 Franklin St,,,,,,,,,,,,,,,,,,
2017,Aug,4,Landfill,L-Landfill,14780,Mission Trail,12/11/17 LK,"$1,687.60",,,,,,,,,,,,,,,,,,,
2017,Aug,11,Landfill,L-Landfill,13740,Mission Trail,12/11/17 LK,"$1,687.60",,,,,,,,,,,,,,,,,,,
2017,Aug,18,Landfill,L-Landfill,12320,Mission Trail,12/11/17 LK,"$1,687.60",,,,,,,,,,,,,,,,,,,
2017,Aug,25,Landfill,L-Landfill,11340,Mission Trail,12/11/17 LK,"$1,687.60",,,,,,,,,,,,,,,,,,,
2017,Aug,,Landfill,L-Landfill,1104,Mission Trail,12/11/17 LK,$298.20,4 yd landfill 1/week 425 El Camino Real,,,,,,,,,,,,,,,,,,
2017,Aug,,Landfill,L-Landfill,2208,Mission Trail,12/11/17 LK,$583.96,4 yd landfill 2/week 443 El Camino Real,,,,,,,,,,,,,,,,,,
2017,Aug,,Landfill,L-Landfill,1656,Mission Trail,12/11/17 LK,$443.38,3 yd landfill 2/week 455 El Camino Real,,,,,,,,,,,,,,,,,,
2017,Aug,,Landfill,L- Recycling Residual,12553,Caraustar,12/14/17 LK,,,,,,,,,,,,,,,,,,,,
2017,Sep,1,Landfill,L-Landfill,11460,Mission Trail,12/11/17 LK,"$1,687.60",,,,,,,,,,,,,,,,,,,
2017,Sep,8,Landfill,L-Landfill,9240,Mission Trail,12/11/17 LK,"$1,687.60",,,,,,,,,,,,,,,,,,,
2017,Sep,15,Landfill,L-Landfill,12620,Mission Trail,12/11/17 LK,"$1,687.60",,,,,,,,,,,,,,,,,,,
2017,Sep,19,Landfill,L-Landfill,16480,Mission Trail,12/11/17 LK,"$1,687.60",,,,,,,,,,,,,,,,,,,
2017,Sep,21,Landfill,L-Landfill,11080,Mission Trail,12/11/17 LK,"$1,687.60",,,,,,,,,,,,,,,,,,,
2017,Sep,26,Landfill,L-Landfill,15880,Mission Trail,12/11/17 LK,"$1,687.60",,,,,,,,,,,,,,,,,,,
2017,Sep,29,Landfill,L-Landfill,11560,Mission Trail,12/11/17 LK,"$1,687.60",,,,,,,,,,,,,,,,,,,
2017,Sep,,Landfill,L-Landfill,552,Mission Trail,12/11/17 LK,$154.18,2 yd landfill 1/week 110 Franklin St,,,,,,,,,,,,,,,,,,
2017,Sep,,Landfill,L-Landfill,552,Mission Trail,12/11/17 LK,$154.18,2 yd landfill 1/week 110 Franklin St,,,,,,,,,,,,,,,,,,
2017,Sep,,Landfill,L-Landfill,1104,Mission Trail,12/11/17 LK,$298.20,4 yd landfill 1/week 425 El Camino Real,,,,,,,,,,,,,,,,,,
2017,Sep,,Landfill,L-Landfill,2208,Mission Trail,12/11/17 LK,$583.96,4 yd landfill 2/week 443 El Camino Real,,,,,,,,,,,,,,,,,,
2017,Sep,,Landfill,L-Landfill,1656,Mission Trail,12/11/17 LK,$443.38,3 yd landfill 2/week 455 El Camino Real,,,,,,,,,,,,,,,,,,
2017,Sep,,Landfill,L- Recycling Residual,12454,Caraustar,12/14/17 LK,,,,,,,,,,,,,,,,,,,,
2017,Oct,,Landfill,L-Landfill,552,Mission Trail,12/11/17 LK,$154.18,2 yd landfill 1/week 110 Franklin St,,,,,,,,,,,,,,,,,,
2017,Oct,,Landfill,L-Landfill,552,Mission Trail,12/11/17 LK,$154.18,2 yd landfill 1/week 110 Franklin St,,,,,,,,,,,,,,,,,,
2017,Oct,3,Landfill,L-Landfill,11620,Mission Trail,12/11/17 LK,"$1,687.60",,,,,,,,,,,,,,,,,,,
2017,Oct,6,Landfill,L-Landfill,12380,Mission Trail,12/11/17 LK,"$1,687.60",,,,,,,,,,,,,,,,,,,
2017,Oct,10,Landfill,L-Landfill,11500,Mission Trail,12/11/17 LK,"$1,687.60",,,,,,,,,,,,,,,,,,,
2017,Oct,13,Landfill,L-Landfill,15520,Mission Trail,12/11/17 LK,"$1,687.60",,,,,,,,,,,,,,,,,,,
2017,Oct,17,Landfill,L-Landfill,10360,Mission Trail,12/11/17 LK,"$1,687.60",,,,,,,,,,,,,,,,,,,
2017,Oct,20,Landfill,L-Landfill,13560,Mission Trail,12/11/17 LK,"$1,687.60",,,,,,,,,,,,,,,,,,,
2017,Oct,24,Landfill,L-Landfill,10220,Mission Trail,12/11/17 LK,"$1,687.60",,,,,,,,,,,,,,,,,,,
2017,Oct,27,Landfill,L-Landfill,13380,Mission Trail,12/11/17 LK,"$1,687.60",,,,,,,,,,,,,,,,,,,
2017,Oct,31,Landfill,L-Landfill,10160,Mission Trail,12/11/17 LK,"$1,687.60",,,,,,,,,,,,,,,,,,,
2017,Oct,,Landfill,L-Landfill,1104,Mission Trail,12/11/17 LK,$298.20,4 yd landfill 1/week 425 El Camino Real,,,,,,,,,,,,,,,,,,
2017,Oct,,Landfill,L-Landfill,2208,Mission Trail,12/11/17 LK,$583.96,4 yd landfill 2/week 443 El Camino Real,,,,,,,,,,,,,,,,,,
2017,Oct,,Landfill,L-Landfill,1656,Mission Trail,12/11/17 LK,$443.38,3 yd landfill 2/week 455 El Camino Real,,,,,,,,,,,,,,,,,,
2017,Oct,,Landfill,L-Landfill,1104,Mission Trail,12/11/17 LK,$288.12,4 yd landfill 1/week 425 El Camino Real,,,,,,,,,,,,,,,,,,
2017,Oct,,Landfill,L- Recycling Residual,17815,Caraustar,12/14/17 LK,,,,,,,,,,,,,,,,,,,,
2017,Nov,,Landfill,L-Landfill,552,Mission Trail,12/11/17 LK,$154.18,2 yd landfill 1/week 110 Franklin St,,,,,,,,,,,,,,,,,,
2017,Nov,,Landfill,L-Landfill,552,Mission Trail,12/11/17 LK,$154.18,2 yd landfill 1/week 110 Franklin St,,,,,,,,,,,,,,,,,,
2017,Nov,3,Landfill,L-Landfill,16320,Mission Trail,12/11/17 LK,"$1,687.60",Changed to 30-yd bin,,,,,,,,,,,,,,,,,,
2017,Nov,7,Landfill,L-Landfill,9980,Mission Trail,12/11/17 LK,"$1,687.60",,,,,,,,,,,,,,,,,,,
2017,Nov,10,Landfill,L-Landfill,13640,Mission Trail,12/11/17 LK,"$1,687.60",,,,,,,,,,,,,,,,,,,
2017,Nov,14,Landfill,L-Landfill,14260,Mission Trail,12/11/17 LK,"$1,687.60",,,,,,,,,,,,,,,,,,,
2017,Nov,17,Landfill,L-Landfill,15180,Mission Trail,12/11/17 LK,"$1,687.60",,,,,,,,,,,,,,,,,,,
2017,Nov,21,Landfill,L-Landfill,14880,Mission Trail,12/11/17 LK,"$1,265.70",Changed to 30-yd bin,,,,,,,,,,,,,,,,,,
2017,Nov,24,Landfill,L-Landfill,5600,Mission Trail,12/11/17 LK,"$1,265.70",,,,,,,,,,,,,,,,,,,
2017,Nov,28,Landfill,L-Landfill,5560,Mission Trail,12/11/17 LK,"$1,265.70",,,,,,,,,,,,,,,,,,,
2017,Nov,,Landfill,L-Landfill,1104,Mission Trail,12/11/17 LK,$298.20,4 yd landfill 1/week 425 El Camino Real,,,,,,,,,,,,,,,,,,
2017,Nov,,Landfill,L-Landfill,2208,Mission Trail,12/11/17 LK,$583.96,4 yd landfill 2/week 443 El Camino Real,,,,,,,,,,,,,,,,,,
2017,Nov,,Landfill,L-Landfill,1656,Mission Trail,12/11/17 LK,$443.38,3 yd landfill 2/week 455 El Camino Real,,,,,,,,,,,,,,,,,,
2017,Nov,,Landfill,L- Recycling Residual,15808,Caraustar,12/14/17 LK,,,,,,,,,,,,,,,,,,,,
2017,Dec,,Landfill,L-Landfill,1104,Mission Trail,12/11/17 LK,$288.12,4 yd landfill 1/week 443 El Camino Real,,,,,,,,,,,,,,,,,,
2017,Dec,1,Landfill,L-Landfill,11360,Mission Trail,2/15/18 AE,"$1,265.70",30 yard compacted garbage 500 El Camino,,,,,,,,,,,,,,,,,,
2017,Dec,5,Landfill,L-Landfill,10160,Mission Trail,2/15/18 AE,"$1,265.70",30 yard compacted garbage 500 El Camino,,,,,,,,,,,,,,,,,,
2017,Dec,8,Landfill,L-Landfill,15860,Mission Trail,2/15/18 AE,"$1,265.70",30 yard compacted garbage 500 El Camino,,,,,,,,,,,,,,,,,,
2017,Dec,11,Landfill,L-Landfill,14580,Mission Trail,2/15/18 AE,"$1,265.70",30 yard compacted garbage 500 El Camino,,,,,,,,,,,,,,,,,,
2017,Dec,15,Landfill,L-Landfill,11780,Mission Trail,2/15/18 AE,"$1,265.70",30 yard compacted garbage 500 El Camino,,,,,,,,,,,,,,,,,,
2017,Dec,21,Landfill,L-Landfill,9220,Mission Trail,2/15/18 AE,"$1,265.70",30 yard compacted garbage 500 El Camino,,,,,,,,,,,,,,,,,,
2017,Dec,,Landfill,L-Landfill,552,Mission Trail,2/15/18 AE,$154.18,"2 yd landfill 1/week 110 Franklin St	",,,,,,,,,,,,,,,,,,
2017,Dec,,Landfill,L-Landfill,552,Mission Trail,2/15/18 AE,$154.18,"2 yd landfill 1/week 110 Franklin St	",,,,,,,,,,,,,,,,,,
2017,Dec,,Landfill,L-Landfill,1104,Mission Trail,2/16/18 AE,$298.20,4 yd garbage/refuse 1/week 425 El Camino Real,,,,,,,,,,,,,,,,,,
2017,Dec,,Landfill,L-Landfill,2208,Mission Trail,2/16/18 AE,$583.96,4 yd garbage/refuse 2/week 443 El Camino Real,,,,,,,,,,,,,,,,,,
2017,Dec,,Landfill,L-Landfill,1656,Mission Trail,2/16/18 AE,$443.38,3 yd garbage/refuse 2/week 455 El Camino Real,,,,,,,,,,,,,,,,,,
2017,Dec,,Landfill,L- Recycling Residual,8287,Caraustar,2/20/18 AE,,,,,,,,,,,,,,,,,,,,
2017,Apr,24,Recycle,R-E-waste,3611,ECS Refining,12/8/17 LK,,,,,,,,,,,,,,,,,,,,
2017,Apr,,Recycle,R-Mixed recycling,2096,Mission Trail,12/8/17 LK,,4 yd recycling 1/week 425 El Camino Real,,,,,,,,,,,,,,,,,,
2017,Apr,,Recycle,R-Mixed recycling,4192,Mission Trail,12/8/17 LK,,4 yd recycling 2/week 443 El Camino Real,,,,,,,,,,,,,,,,,,
2017,Apr,,Recycle,R-Mixed recycling,1048,Mission Trail,12/8/17 LK,,2 yd recycling 1/week 475 El Camino Real,,,,,,,,,,,,,,,,,,
2017,Apr,,Recycle,R-Mixed recycling,3144,Mission Trail,12/8/17 LK,,3 yd recycling 2x/week 455 El Camino Real,,,,,,,,,,,,,,,,,,
2017,Apr,3,Recycle,R-Mixed recycling,7580,Caraustar,12/8/17 LK,,,,,,,,,,,,,,,,,,,,
2017,Apr,6,Recycle,R-Mixed recycling,13020,Caraustar,12/8/17 LK,,,,,,,,,,,,,,,,,,,,
2017,Apr,10,Recycle,R-Mixed recycling,11040,Caraustar,12/8/17 LK,,,,,,,,,,,,,,,,,,,,
2017,Apr,13,Recycle,R-Mixed recycling,12120,Caraustar,12/8/17 LK,,,,,,,,,,,,,,,,,,,,
2017,Apr,17,Recycle,R-Mixed recycling,5140,Caraustar,12/8/17 LK,,,,,,,,,,,,,,,,,,,,
2017,Apr,20,Recycle,R-Mixed recycling,12120,Caraustar,12/8/17 LK,,,,,,,,,,,,,,,,,,,,
2017,Apr,24,Recycle,R-Mixed recycling,7380,Caraustar,12/8/17 LK,,,,,,,,,,,,,,,,,,,,
2017,Apr,27,Recycle,R-Mixed recycling,10080,Caraustar,12/8/17 LK,,,,,,,,,,,,,,,,,,,,
2017,Apr,,Recycle,R-Confidential shredding,"4,650",Corodata,12/8/17 LK,,"49 - 32 gal, 2 - 64 gal, 3 - 96 gal (Chris Young email 6/20/17 Corodata invoice)",,,,,,,,,,,,,,,,,,
2017,Aug,2,Recycle,R-E-waste,3725,ECS Refining,12/8/17 LK,,,,,,,,,,,,,,,,,,,,
2017,Aug,23,Recycle,R-E-waste,3186,ECS Refining,12/8/17 LK,,,,,,,,,,,,,,,,,,,,
2017,Aug,,Recycle,R-Mixed recycling,2096,Mission Trail,,$220.73,4 yd recycling 1/week 425 El Camino Real,,,,,,,,,,,,,,,,,,
2017,Aug,,Recycle,R-Mixed recycling,4192,Mission Trail,,$431.79,4 yd recycling 2/week 443 El Camino Real,,,,,,,,,,,,,,,,,,
